,1,2,4,8,16,2,64,4,32,8,16,1,128
,1,2,4,8,16,64,2,32,4,16,8,128,1
Image Name,,,,,,,,,,,,,
imagen64x64.jpg,8.192e-06,5.12e-06,5.248e-06,5.12e-06,6.144000000000001e-06,5.984000000000001e-06,7.04e-06,5.12e-06,6.144000000000001e-06,5.2160000000000005e-06,5.12e-06,,
imagen128x128.jpg,1.9456e-05,9.12e-06,6.144000000000001e-06,6.144000000000001e-06,7.168000000000001e-06,5.792000000000001e-06,1.024e-05,5.952000000000001e-06,1.024e-05,5.952000000000001e-06,7.2000000000000005e-06,5.92e-06,1.024e-05
imagen640x480.jpg,0.000259072,7.4752e-05,2.4576000000000003e-05,2.4576000000000003e-05,4.7104e-05,1.1264000000000001e-05,,1.5360000000000002e-05,8.8832e-05,2.4576000000000003e-05,4.7808e-05,1.1264000000000001e-05,
imagen800x600.jpg,0.000402368,0.000113696,3.3792000000000004e-05,2.1504000000000003e-05,,,,1.4336000000000001e-05,,2.0544000000000002e-05,,,
imagen720x1280.jpg,0.000774144,0.00021811200000000002,6.2464e-05,3.8912e-05,6.9632e-05,,0.000126656,,0.000122656,3.8592e-05,6.9632e-05,,0.00013824
imagen1920x1080.jpg,0.0017336320000000001,0.000464896,0.000144384,0.000134144,,4.5056000000000004e-05,,7.065600000000001e-05,,0.000133984,,4.5056000000000004e-05,
imagen2160x3840.jpg,0.007775232000000001,0.001880064,0.00050688,0.000277536,0.0008509440000000001,,0.0010639360000000001,,0.0010136960000000001,0.000269312,0.000525312,,0.0014898560000000001
imagen8000x6000.jpg,0.04236096,0.011274240000000001,0.002813952,0.0018790400000000002,0.0037735040000000004,0.0008834240000000001,,0.001695712,,0.0018319360000000002,0.00379904,,
