,1,2,4,8,16,2,64,4,32,8,16,1,128
,1,2,4,8,16,64,2,32,4,16,8,128,1
Image Name,,,,,,,,,,,,,
imagen64x64.jpg,8.928e-06,5.12e-06,6.144000000000001e-06,5.12e-06,6.144000000000001e-06,5.12e-06,7.104e-06,6.144000000000001e-06,7.04e-06,6.144000000000001e-06,5.12e-06,,
imagen128x128.jpg,1.8432000000000002e-05,8.16e-06,6.112e-06,6.144000000000001e-06,7.168000000000001e-06,5.12e-06,9.216000000000001e-06,6.144000000000001e-06,1.0144000000000001e-05,6.144000000000001e-06,7.872e-06,5.2160000000000005e-06,1.1104e-05
imagen640x480.jpg,0.000260096,7.680000000000001e-05,2.5600000000000002e-05,2.4576000000000003e-05,4.6848e-05,1.2128000000000001e-05,,1.4336000000000001e-05,8.908800000000001e-05,2.4608000000000002e-05,4.6080000000000006e-05,1.0368000000000001e-05,
imagen800x600.jpg,0.000403552,0.00011264,3.2768e-05,2.16e-05,,,,1.4336000000000001e-05,,2.048e-05,,,
imagen720x1280.jpg,0.000774144,0.000217824,6.2464e-05,3.8912e-05,6.9632e-05,,0.000126976,,0.00012288000000000002,3.8912e-05,6.8352e-05,,0.000139264
imagen1920x1080.jpg,0.0017336320000000001,0.00046492800000000003,0.000144384,0.000134144,,4.5792000000000005e-05,,7.065600000000001e-05,,0.000134144,,4.5056000000000004e-05,
imagen2160x3840.jpg,0.007016192,0.0018790400000000002,0.0005058560000000001,0.00027750400000000003,0.0005304320000000001,,0.001068032,,0.00101376,0.00027033600000000004,0.000525024,,0.001160224
imagen8000x6000.jpg,0.042713088,0.011360096,0.0028149760000000003,0.0018780160000000001,0.0037752320000000003,0.0008826880000000001,,0.0010117120000000001,,0.0018319360000000002,0.0037980160000000004,,
