,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192
(1/1),5.12e-06,4.896e-06,5.12e-06,6.112e-06,6.112e-06,2.048e-05,0.000130048,0.001009664,0.007996416000000001,0.064651072,0.477103168,7.555074048000001,104.31594496000001
(2/2),4.096e-06,4.928e-06,4.8320000000000005e-06,4.864e-06,5.12e-06,6.976000000000001e-06,2.5600000000000002e-05,0.000169184,0.0013127680000000002,0.010436608,0.11385856000000001,1.7510664960000002,23.562971136
(4/4),,4.096e-06,4.096e-06,4.128e-06,4.8320000000000005e-06,5.12e-06,1.0144000000000001e-05,4.16e-05,0.00027750400000000003,0.0021739520000000003,0.023063232000000003,0.38342144,5.23411776
(8/8),,,4.096e-06,4.256e-06,4.992000000000001e-06,4.96e-06,6.912e-06,2.2528000000000002e-05,0.00012800000000000002,0.0009863040000000001,0.008057952,0.106106848,1.207990272
(16/16),,,,4.096e-06,5.312e-06,5.2160000000000005e-06,6.24e-06,2.4256000000000003e-05,0.000125728,0.000919712,0.007315264,0.060519424,0.505839616
