,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,1
(1/1),1.2060000000000001e-05,3.2280000000000003e-06,4.158000000000001e-06,1.0496e-05,4.6823e-05,0.000276277,0.001969633,0.016004644000000002,0.20281732100000002,6.00082578,92.309948518,,,2.7893000000000002e-05
(2/2),3.1638000000000004e-05,6.629e-06,6.881000000000001e-06,1.0453000000000001e-05,6.408500000000001e-05,0.00038047300000000004,0.002913062,0.024026059000000002,0.34834607900000003,7.958069815000001,105.629276223,,,
(4/4),,1.9621e-05,1.0142e-05,1.3729e-05,2.7984000000000002e-05,0.00018351200000000001,0.0019497800000000001,0.015990622,0.20855162400000002,8.167751117,99.13916091200001,,,
(8/8),,,2.0497e-05,2.9214000000000002e-05,2.6074e-05,0.00018315800000000002,0.00179674,0.016061513,0.23610082000000002,8.41007327,106.342281615,,,
(16/16),,,,2.4798000000000002e-05,4.5773000000000004e-05,0.000206238,0.002037657,0.015950126000000002,0.255947048,3.2685114790000003,104.821039145,,,
