,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,1
(1/1),1.2e-05,1.3664000000000002e-05,1.4272000000000002e-05,1.4336000000000001e-05,2.0032e-05,6.3392e-05,0.00041984000000000005,0.0032645120000000002,0.026632192000000002,0.20209344,0.805634048,6.40084928,52.706392064000006,1.4336000000000001e-05
(2/2),1.0848e-05,9.792e-06,1.6224000000000003e-05,9.600000000000001e-06,1.024e-05,1.7120000000000002e-05,6.3488e-05,0.000418784,0.009021472,0.073575136,0.414453728,2.164240608,17.862036416000002,
(4/4),,1.2032000000000001e-05,1.024e-05,9.92e-06,1.2288000000000002e-05,1.3536e-05,3.1648e-05,0.000175424,0.0013515200000000002,0.028977152000000003,0.225799712,0.850934144,7.383664224,
(8/8),,,1.3056e-05,1.4336000000000001e-05,1.4336000000000001e-05,1.632e-05,3.2768e-05,0.00015766400000000001,0.001215424,0.025954336,0.20722032,0.6986837760000001,6.038420768,
(16/16),,,,1.4336000000000001e-05,1.4880000000000002e-05,1.7152e-05,5.5296e-05,0.00031283200000000003,0.0022974080000000003,0.049114208000000006,0.28609792,1.148325568,9.32792336,
(32/32),,,,,3.2256000000000004e-05,5.28e-05,9.648000000000001e-05,0.000688288,0.00478208,0.035414720000000004,0.30245472,2.228956288,17.928005984000002,
